spine,show,year,archiveID,episode,why
caillou-1998,Caillou,1998,ooje1niedooShahsu2xa,Caillou FRANÇAIS - Caillou en mer | conte pour enfant | Caillou en Français,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,aeyee8kooghaeT0aeToa,Caillou FRANÇAIS - Docteur Caillou | conte pour enfant | Caillou en Français,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,ies0ieXiephie6eeki3a,Caillou FRANÇAIS - La grande vente de Caillou | conte pour enfant | Caillou en Français,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,ohGh1phiuTheebaJeeGh,Caillou FRANÇAIS - L'action de grâce de Caillou | conte pour enfant | Caillou en Français,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,c-tv-series-puppet-segments,Caillou - TV Series,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,eiBoo1tho5pheiGhug7I,Knowing How!,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,Dioru1eduYaiS3ooneQu,Changing Plans!,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,au2Ahv8umohwohjahthi,The World Around Me!,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,ao3eekiej7Eaghaic6oo,Machines! Brrrrrmmm!,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,oingoh9OhgeidaiciKo7,It's Cold Outside! Brrrr!,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,eechavah8AP6quaepahk,New Places and New Things!,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,ien7ae5ooVooR0ui7sha,Caillou FRANÇAIS - Où est Gilbert? | conte pour enfant | Caillou en Français,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,eacuec7goo1aQui6yux7,Caillou FRANÇAIS - Caillou le constructeur de routes | conte pour enfant,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,Iex3aeF4seeV8gah8wuz,Caillou FRANÇAIS - Une histoire pour Mousseline | conte pour enfant | Caillou en Français,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,ohv8sha7nihoh0chueBe,Caillou FRANÇAIS - Caillou et le grand toboggan | conte pour enfant | Caillou en Français,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,aikah7ba7Johx1mee0Uj,Caillou FRANÇAIS - Flocons de neige | conte pour enfant | Caillou en Français,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,eoshahha1kuph7noh4Vo,Caillou FRANÇAIS - Montrer aux amis | conte pour enfant | Caillou en Français,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,caillou-tv-series,Caillou - TV Series,"1998, modern television, no licence claimed"
caillou-1998,Caillou,1998,caillou-caillou-in-the-bathtub-uk-dub,Cartoonito | Caillou - Caillou in the Bathtub,"1998, modern television; uploader licence claim https://creativecommons.org/publicdomain/mark/1.0/ does not rescue it"
camp-wilder-1992,Camp Wilder,1992,campwilders01e12acloseshave,A Close Shave,"1992, modern television, no licence claimed"
captain-n-the-game-master-1989,Captain N: The Game Master,1989,captain-n-the-game-master-season-1-restored,Videolympics,"1989, modern television, no licence claimed"
captain-n-the-game-master-1989,Captain N: The Game Master,1989,captain-n-the-game-master-season-2-mkv,The Feud of Faxanadu,"1989, modern television, no licence claimed"
captain-n-the-game-master-1989,Captain N: The Game Master,1989,captain-n-the-game-master-season-2-avi,The Trojan Dragon,"1989, modern television, no licence claimed"
captain-n-the-game-master-1989,Captain N: The Game Master,1989,captain-n-the-game-master-season-3-mkv,Return to Castlevania,"1989, modern television, no licence claimed"
captain-n-the-game-master-1989,Captain N: The Game Master,1989,captain-n-the-game-master-season-3-avi,Return to Castlevania,"1989, modern television, no licence claimed"
captain-n-the-game-master-1989,Captain N: The Game Master,1989,captain-n-the-game-master-extras-mkv,Captain N: The Game Master - Extras,"1989, modern television, no licence claimed"
cbs-summer-playhouse-1987,CBS Summer Playhouse,1987,cbs-summer-playhouse-42,Elysian Fields,"1987, modern television, no licence claimed"
cbs-summer-playhouse-1987,CBS Summer Playhouse,1987,cbs-summer-playhouse-44,Curse of the Corn People,"1987, modern television, no licence claimed"
cbs-summer-playhouse-1987,CBS Summer Playhouse,1987,cbs-summer-playhouse-1988,"CBS Summer Playhouse - Robert Wuhl, Richard Gilliland","1987, modern television, no licence claimed"
ch4-schools-1993,CH4 Schools,1993,ch4schoolsencyclopediagalacticaeps0610solarsystem2mar1998,CH4 Schools - Encyclopedia Galactica (1993),"1993, modern television, no licence claimed"
ch4-schools-1993,CH4 Schools,1993,ch4lostanimalseps2130oct1998,CH4 Schools - Lost Animals (1995),"1993, modern television, no licence claimed"
ch4-schools-1993,CH4 Schools,1993,ch4schoolsthecompletecosmoseps0105may1999,CH4 Schools - The Complete Cosmos (1998),"1993, modern television, no licence claimed"
charlie-lawrence-2003,Charlie Lawrence,2003,lawrence-alook-back-01,A Vote of No Confidence,"2003, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
charlie-lawrence-2003,Charlie Lawrence,2003,lawrence-alook-back-02,New Kid in School,"2003, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
charlie-lawrence-2003,Charlie Lawrence,2003,lawrence-alook-back-03,Charlie Got Game,"2003, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
charlie-lawrence-2003,Charlie Lawrence,2003,lawrence-alook-back-04,Dinner and a Breakdown,"2003, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
charlie-lawrence-2003,Charlie Lawrence,2003,lawrence-alook-back-05,"If It's Not One Thing, It's Your Mother","2003, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
charlie-lawrence-2003,Charlie Lawrence,2003,lawrence-alook-back-06,I'll Take the Low Road,"2003, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-nd/4.0/ does not rescue it"
christmas-in-rockefeller-center-1997,Christmas in Rockefeller Center,1997,ChristmasInRockefellerCenter1998,Christmas In Rockefeller Center 1997,"1997, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,scene-comparison-between-clifford-the-big-red-dog-1964-hanna-barbera-series-seas,My Best Friend,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-3-jeffys-missing-blanket-and-clifford-,Special Delivery,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-5-episode-4-t-bone-the-snow-champion-snowball-fi,A Ferry Tale,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-1964-season-1-episode-5-cliffords-looney-adventure-fina,And Birdy Makes Three,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-6-episode-7-a-new-british-dog-named-tammy-arrive,Clifford's Carnival,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-1964-cliffords,Clifford's Doggy Reunion,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-2-episode-9-princess-cleo-basketball-stories,The Great Race,"2000, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-sa/4.0/ does not rescue it"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-10-clifford-remembers-mr.-bleakman-pbs,Tummy Trouble,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-1964-season-1-episode-11-emily-elizabeths-9th-birthday-,Cleo Comes to Town,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-14-the-runaway-ball-and-stevens-fishin,An Itchy Patch,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-15-happy-birthday-clifford-and-stevens,A New Friend,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-16-jeffys-bad-dream-and-clifford-goes-,Stormy Weather,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-18-the-lunch-menu-and-charley-goes-bow,Limelight Fright,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-20-clifford-the-hero-and-the-missing-t,The Best Party Ever,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-s-01e-20-clifford-on-parade-follow-the-leader,The Best Party Ever,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-6-episode-21-terrible-tuesday-jodie-gets-insulte,"Come Back, Mac","2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-11-episode-22-jeffy-pan-act-last-night-at-the-nu_202408,Boo,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-2-episode-23-tie-dyed-clifford-stage-struck,Little Clifford,"2000, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-sa/4.0/ does not rescue it"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-2-episode-24-doghouse-rock-guess-whos-coming-to-birdwell,Welcome to Birdwell Island,"2000, modern television; uploader licence claim https://creativecommons.org/licenses/by-nc-sa/4.0/ does not rescue it"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-4-episode-26-the-cookie-baking-contest-everyone-_202310,The Dog Who Cried Woof,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-27-project-day-and-show-and-tell-pbs-b,Leaf of Absence,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-28-t-bones-skiing-lesson-and-cliffords,Nobody's Perfect,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-29-jeffy-tries-new-things-and-the-miss,Teacher's Pet,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-31-new-food-for-clifford-and-the-math-,Clifford's Big Surprise,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-32-jeffys-breakfast-and-the-football-g,The Ears Have It,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-33-use-your-imagination-and-steven-goe,Tough Enough,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-34-the-feud-and-happy-birthday-jeffy-p,Stars in Your Eyes,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-38-the-science-project-and-rufus-goes-,Team Spirit,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-39-good-friends-don-t-forget-their-fri,Clifford on Parade,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-40-the-perfect-score-and-the-3-dogs-pb,Follow the Leader,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-41-jeffys-collection-and-jeffy-gets-al,"Good-Bye, T-Bone","2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-43-jeffys-bone-craving-and-turn-that-f,The Big Sleepover,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-46-cliffords-really-big-cold-and-itchy,Clifford's Big Heart,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-47-cliffords-new-book-and-t-bones-amaz,"Who Me, Jealous?","2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-49-steven-rides-a-bike-and-dancing-jef,Clothes Don't Make the Dog,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,CliffordTheBigRedDogTVSeries,Clothes Don't Make the Dog,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-50-charley-and-the-big-mess-and-cliffo,Short-Changed,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-51-clifford-joins-the-football-team-an,The Kibble Crook,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-52-wheres-jeffy-and-clifford-the-kind-,Screaming for Ice Cream,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-55-jeffys-toy-ball-and-jeffys-sleepove,Babysitter Blues,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,CliffordTheBigRedDog2019TVSeries,Magic in the Air,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-1-episode-4-cliffrock-the-big-red-dinosaur-betty,Clifford The Big Red Dog Made With Clipchamp,"2000, modern television, no licence claimed"
clifford-the-big-red-dog-2000,Clifford the Big Red Dog,2000,clifford-the-big-red-dog-season-3-episode-4-the-musicians-of-birdwell-and-t-bone,Clifford The Big Red Dog Season 3 Episode 4: The Musicians Of Birdwell And T Bone's Favorite Book ( Opening And Closing (For SoundCheck,"2000, modern television, no licence claimed"
